STATE_FISCAL_YEAR,COUNTY_NAME,PROVIDER_TYPE,FAC_FDR,COUNT
SFY2017-18,SAN MATEO,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,SAN MATEO,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,SAN MATEO,NON-LONG-TERM CARE,REHABILITATION CLINIC,2
SFY2017-18,SAN MATEO,NON-LONG-TERM CARE,SURGICAL CLINIC,9
SFY2017-18,SANTA BARBARA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,1
SFY2017-18,SANTA BARBARA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,SANTA BARBARA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,8
SFY2017-18,SANTA BARBARA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2017-18,SANTA BARBARA,LONG-TERM CARE,SKILLED NURSING FACILITY,14
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,2
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,1
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,4
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,6
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,10
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,HOSPICE,8
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,HOSPICE FACILITY,1
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,47
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,REHABILITATION CLINIC,2
SFY2017-18,SANTA BARBARA,NON-LONG-TERM CARE,SURGICAL CLINIC,18
SFY2017-18,SANTA CLARA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,1
SFY2017-18,SANTA CLARA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,SANTA CLARA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,35
SFY2017-18,SANTA CLARA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,3
SFY2017-18,SANTA CLARA,LONG-TERM CARE,SKILLED NURSING FACILITY,54
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,6
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,8
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,34
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,15
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,54
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,HOSPICE,19
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,69
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,2
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,REHABILITATION CLINIC,3
SFY2017-18,SANTA CLARA,NON-LONG-TERM CARE,SURGICAL CLINIC,33
SFY2017-18,SANTA CRUZ,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2017-18,SANTA CRUZ,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,SANTA CRUZ,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2017-18,SANTA CRUZ,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2017-18,SANTA CRUZ,LONG-TERM CARE,SKILLED NURSING FACILITY,7
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,1
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,1
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,3
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,3
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,HOME HEALTH AGENCY,2
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,HOSPICE,3
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,21
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2017-18,SANTA CRUZ,NON-LONG-TERM CARE,SURGICAL CLINIC,5
SFY2017-18,SHASTA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2017-18,SHASTA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,SHASTA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,20
SFY2017-18,SHASTA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2017-18,SHASTA,LONG-TERM CARE,SKILLED NURSING FACILITY,10
SFY2017-18,SHASTA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2017-18,SHASTA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,1
SFY2017-18,SHASTA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,SHASTA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,SHASTA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,2
SFY2017-18,SHASTA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,SHASTA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,5
SFY2017-18,SHASTA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,8
SFY2017-18,SHASTA,NON-LONG-TERM CARE,HOSPICE,4
SFY2017-18,SHASTA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,SHASTA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,23
SFY2017-18,SHASTA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,SHASTA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,SHASTA,NON-LONG-TERM CARE,REHABILITATION CLINIC,1
SFY2017-18,SHASTA,NON-LONG-TERM CARE,SURGICAL CLINIC,8
SFY2017-18,SIERRA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2017-18,SIERRA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,SIERRA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2017-18,SIERRA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2017-18,SIERRA,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2017-18,SIERRA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,HOSPICE,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,2
SFY2017-18,SIERRA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2017-18,SIERRA,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2017-18,SISKIYOU,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,1
SFY2017-18,SISKIYOU,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,SISKIYOU,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2017-18,SISKIYOU,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2017-18,SISKIYOU,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,HOME HEALTH AGENCY,2
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,HOSPICE,3
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,12
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2017-18,SISKIYOU,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2017-18,SOLANO,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2017-18,SOLANO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,SOLANO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,21
SFY2017-18,SOLANO,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2017-18,SOLANO,LONG-TERM CARE,SKILLED NURSING FACILITY,9
SFY2017-18,SOLANO,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,1
SFY2017-18,SOLANO,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,1
SFY2017-18,SOLANO,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,SOLANO,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,SOLANO,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,12
SFY2017-18,SOLANO,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,2
SFY2017-18,SOLANO,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,5
SFY2017-18,SOLANO,NON-LONG-TERM CARE,HOME HEALTH AGENCY,10
SFY2017-18,SOLANO,NON-LONG-TERM CARE,HOSPICE,5
SFY2017-18,SOLANO,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,SOLANO,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,21
SFY2017-18,SOLANO,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,SOLANO,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,SOLANO,NON-LONG-TERM CARE,REHABILITATION CLINIC,3
SFY2017-18,SOLANO,NON-LONG-TERM CARE,SURGICAL CLINIC,4
SFY2017-18,SONOMA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2017-18,SONOMA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,SONOMA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,21
SFY2017-18,SONOMA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2017-18,SONOMA,LONG-TERM CARE,SKILLED NURSING FACILITY,23
SFY2017-18,SONOMA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,1
SFY2017-18,SONOMA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2017-18,SONOMA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,1
SFY2017-18,SONOMA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,SONOMA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,9
SFY2017-18,SONOMA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,SONOMA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,9
SFY2017-18,SONOMA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,15
SFY2017-18,SONOMA,NON-LONG-TERM CARE,HOSPICE,7
SFY2017-18,SONOMA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,SONOMA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,33
SFY2017-18,SONOMA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,2
SFY2017-18,SONOMA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,SONOMA,NON-LONG-TERM CARE,REHABILITATION CLINIC,3
SFY2017-18,SONOMA,NON-LONG-TERM CARE,SURGICAL CLINIC,13
SFY2017-18,STANISLAUS,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,1
SFY2017-18,STANISLAUS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,STANISLAUS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,1
SFY2017-18,STANISLAUS,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,1
SFY2017-18,STANISLAUS,LONG-TERM CARE,SKILLED NURSING FACILITY,20
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,1
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,18
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,8
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,HOME HEALTH AGENCY,13
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,HOSPICE,7
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,HOSPICE FACILITY,1
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,41
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,REHABILITATION CLINIC,1
SFY2017-18,STANISLAUS,NON-LONG-TERM CARE,SURGICAL CLINIC,8
SFY2017-18,SUTTER,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2017-18,SUTTER,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,SUTTER,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,4
SFY2017-18,SUTTER,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,1
SFY2017-18,SUTTER,LONG-TERM CARE,SKILLED NURSING FACILITY,4
SFY2017-18,SUTTER,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2017-18,SUTTER,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2017-18,SUTTER,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,SUTTER,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,SUTTER,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,2
SFY2017-18,SUTTER,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,SUTTER,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2017-18,SUTTER,NON-LONG-TERM CARE,HOME HEALTH AGENCY,4
SFY2017-18,SUTTER,NON-LONG-TERM CARE,HOSPICE,3
SFY2017-18,SUTTER,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,SUTTER,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,10
SFY2017-18,SUTTER,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,SUTTER,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,SUTTER,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2017-18,SUTTER,NON-LONG-TERM CARE,SURGICAL CLINIC,2
SFY2017-18,TEHAMA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2017-18,TEHAMA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,TEHAMA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2017-18,TEHAMA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2017-18,TEHAMA,LONG-TERM CARE,SKILLED NURSING FACILITY,2
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,1
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,2
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,HOSPICE,1
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,7
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2017-18,TEHAMA,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2017-18,TRINITY,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2017-18,TRINITY,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,TRINITY,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2017-18,TRINITY,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2017-18,TRINITY,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2017-18,TRINITY,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2017-18,TRINITY,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2017-18,TRINITY,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,TRINITY,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,TRINITY,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2017-18,TRINITY,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,TRINITY,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2017-18,TRINITY,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2017-18,TRINITY,NON-LONG-TERM CARE,HOSPICE,0
SFY2017-18,TRINITY,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,TRINITY,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,3
SFY2017-18,TRINITY,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,TRINITY,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,TRINITY,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2017-18,TRINITY,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2017-18,TULARE,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,1
SFY2017-18,TULARE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,TULARE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,36
SFY2017-18,TULARE,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2017-18,TULARE,LONG-TERM CARE,SKILLED NURSING FACILITY,18
SFY2017-18,TULARE,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,1
SFY2017-18,TULARE,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2017-18,TULARE,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2017-18,TULARE,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,TULARE,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,8
SFY2017-18,TULARE,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,TULARE,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,3
SFY2017-18,TULARE,NON-LONG-TERM CARE,HOME HEALTH AGENCY,3
SFY2017-18,TULARE,NON-LONG-TERM CARE,HOSPICE,3
SFY2017-18,TULARE,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,TULARE,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,61
SFY2017-18,TULARE,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,TULARE,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,TULARE,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2017-18,TULARE,NON-LONG-TERM CARE,SURGICAL CLINIC,10
SFY2017-18,TUOLUMNE,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2017-18,TUOLUMNE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2017-18,TUOLUMNE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2017-18,TUOLUMNE,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2017-18,TUOLUMNE,LONG-TERM CARE,SKILLED NURSING FACILITY,3
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,1
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,1
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,HOME HEALTH AGENCY,2
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,HOSPICE,1
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,5
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2017-18,TUOLUMNE,NON-LONG-TERM CARE,SURGICAL CLINIC,1
SFY2017-18,VENTURA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,17
SFY2017-18,VENTURA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
