STATE_FISCAL_YEAR,COUNTY_NAME,PROVIDER_TYPE,FAC_FDR,COUNT
SFY2022-23,TULARE,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2022-23,TULARE,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,4
SFY2022-23,TULARE,NON-LONG-TERM CARE,HOME HEALTH AGENCY,5
SFY2022-23,TULARE,NON-LONG-TERM CARE,HOSPICE,6
SFY2022-23,TULARE,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2022-23,TULARE,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,91
SFY2022-23,TULARE,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2022-23,TULARE,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2022-23,TULARE,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2022-23,TULARE,NON-LONG-TERM CARE,SURGICAL CLINIC,10
SFY2022-23,TUOLUMNE,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2022-23,TUOLUMNE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2022-23,TUOLUMNE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2022-23,TUOLUMNE,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2022-23,TUOLUMNE,LONG-TERM CARE,SKILLED NURSING FACILITY,3
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,1
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,1
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,HOSPICE,1
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,9
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2022-23,TUOLUMNE,NON-LONG-TERM CARE,SURGICAL CLINIC,1
SFY2022-23,VENTURA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,20
SFY2022-23,VENTURA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2022-23,VENTURA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,30
SFY2022-23,VENTURA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2022-23,VENTURA,LONG-TERM CARE,SKILLED NURSING FACILITY,19
SFY2022-23,VENTURA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,2
SFY2022-23,VENTURA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,6
SFY2022-23,VENTURA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2022-23,VENTURA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2022-23,VENTURA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,18
SFY2022-23,VENTURA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2022-23,VENTURA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,10
SFY2022-23,VENTURA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,95
SFY2022-23,VENTURA,NON-LONG-TERM CARE,HOSPICE,83
SFY2022-23,VENTURA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2022-23,VENTURA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,59
SFY2022-23,VENTURA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2022-23,VENTURA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2022-23,VENTURA,NON-LONG-TERM CARE,REHABILITATION CLINIC,3
SFY2022-23,VENTURA,NON-LONG-TERM CARE,SURGICAL CLINIC,35
SFY2022-23,YOLO,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,1
SFY2022-23,YOLO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2022-23,YOLO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,7
SFY2022-23,YOLO,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2022-23,YOLO,LONG-TERM CARE,SKILLED NURSING FACILITY,6
SFY2022-23,YOLO,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,1
SFY2022-23,YOLO,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,2
SFY2022-23,YOLO,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2022-23,YOLO,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2022-23,YOLO,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,3
SFY2022-23,YOLO,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2022-23,YOLO,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2022-23,YOLO,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2022-23,YOLO,NON-LONG-TERM CARE,HOSPICE,1
SFY2022-23,YOLO,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2022-23,YOLO,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,25
SFY2022-23,YOLO,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2022-23,YOLO,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2022-23,YOLO,NON-LONG-TERM CARE,REHABILITATION CLINIC,1
SFY2022-23,YOLO,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2022-23,YUBA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2022-23,YUBA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2022-23,YUBA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2022-23,YUBA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,1
SFY2022-23,YUBA,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2022-23,YUBA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2022-23,YUBA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2022-23,YUBA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,1
SFY2022-23,YUBA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2022-23,YUBA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,1
SFY2022-23,YUBA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2022-23,YUBA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2022-23,YUBA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2022-23,YUBA,NON-LONG-TERM CARE,HOSPICE,1
SFY2022-23,YUBA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2022-23,YUBA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,14
SFY2022-23,YUBA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2022-23,YUBA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2022-23,YUBA,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2022-23,YUBA,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2023-24,ALAMEDA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,8
SFY2023-24,ALAMEDA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2023-24,ALAMEDA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,31
SFY2023-24,ALAMEDA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2023-24,ALAMEDA,LONG-TERM CARE,SKILLED NURSING FACILITY,73
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,4
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,8
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,33
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,18
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,91
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,HOSPICE,54
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,174
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,4
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,REHABILITATION CLINIC,2
SFY2023-24,ALAMEDA,NON-LONG-TERM CARE,SURGICAL CLINIC,24
SFY2023-24,AMADOR,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2023-24,AMADOR,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2023-24,AMADOR,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2023-24,AMADOR,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2023-24,AMADOR,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2023-24,AMADOR,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2023-24,AMADOR,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2023-24,AMADOR,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2023-24,AMADOR,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2023-24,AMADOR,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2023-24,AMADOR,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,1
SFY2023-24,AMADOR,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2023-24,AMADOR,NON-LONG-TERM CARE,HOME HEALTH AGENCY,2
SFY2023-24,AMADOR,NON-LONG-TERM CARE,HOSPICE,0
SFY2023-24,AMADOR,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2023-24,AMADOR,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,4
SFY2023-24,AMADOR,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2023-24,AMADOR,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2023-24,AMADOR,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2023-24,AMADOR,NON-LONG-TERM CARE,SURGICAL CLINIC,1
SFY2023-24,BUTTE,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2023-24,BUTTE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2023-24,BUTTE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,6
SFY2023-24,BUTTE,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,1
SFY2023-24,BUTTE,LONG-TERM CARE,SKILLED NURSING FACILITY,9
SFY2023-24,BUTTE,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,1
SFY2023-24,BUTTE,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,1
SFY2023-24,BUTTE,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2023-24,BUTTE,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2023-24,BUTTE,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,5
SFY2023-24,BUTTE,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2023-24,BUTTE,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,5
SFY2023-24,BUTTE,NON-LONG-TERM CARE,HOME HEALTH AGENCY,9
SFY2023-24,BUTTE,NON-LONG-TERM CARE,HOSPICE,3
SFY2023-24,BUTTE,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2023-24,BUTTE,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,43
SFY2023-24,BUTTE,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2023-24,BUTTE,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2023-24,BUTTE,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2023-24,BUTTE,NON-LONG-TERM CARE,SURGICAL CLINIC,5
SFY2023-24,CALAVERAS,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2023-24,CALAVERAS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2023-24,CALAVERAS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2023-24,CALAVERAS,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2023-24,CALAVERAS,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,HOSPICE,0
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,10
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2023-24,CALAVERAS,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2023-24,COLUSA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2023-24,COLUSA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2023-24,COLUSA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2023-24,COLUSA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2023-24,COLUSA,LONG-TERM CARE,SKILLED NURSING FACILITY,2
SFY2023-24,COLUSA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2023-24,COLUSA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2023-24,COLUSA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2023-24,COLUSA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2023-24,COLUSA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2023-24,COLUSA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2023-24,COLUSA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2023-24,COLUSA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2023-24,COLUSA,NON-LONG-TERM CARE,HOSPICE,1
SFY2023-24,COLUSA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2023-24,COLUSA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,7
SFY2023-24,COLUSA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2023-24,COLUSA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2023-24,COLUSA,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2023-24,COLUSA,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2023-24,CONTRA COSTA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,2
SFY2023-24,CONTRA COSTA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2023-24,CONTRA COSTA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,29
SFY2023-24,CONTRA COSTA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2023-24,CONTRA COSTA,LONG-TERM CARE,SKILLED NURSING FACILITY,30
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,2
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,2
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,21
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,9
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,45
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,HOSPICE,27
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,HOSPICE FACILITY,1
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,49
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,1
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,REHABILITATION CLINIC,2
SFY2023-24,CONTRA COSTA,NON-LONG-TERM CARE,SURGICAL CLINIC,21
SFY2023-24,CURRY,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2023-24,CURRY,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2023-24,CURRY,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2023-24,CURRY,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2023-24,CURRY,LONG-TERM CARE,SKILLED NURSING FACILITY,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2023-24,CURRY,NON-LONG-TERM CARE,HOSPICE,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2023-24,CURRY,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2023-24,DEL NORTE,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2023-24,DEL NORTE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2023-24,DEL NORTE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2023-24,DEL NORTE,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2023-24,DEL NORTE,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,1
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,1
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,HOSPICE,1
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,13
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2023-24,DEL NORTE,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2023-24,DOUGLAS,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2023-24,DOUGLAS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2023-24,DOUGLAS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2023-24,DOUGLAS,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2023-24,DOUGLAS,LONG-TERM CARE,SKILLED NURSING FACILITY,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,HOME HEALTH AGENCY,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,HOSPICE,1
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2023-24,DOUGLAS,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2023-24,EL DORADO,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2023-24,EL DORADO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2023-24,EL DORADO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2023-24,EL DORADO,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2023-24,EL DORADO,LONG-TERM CARE,SKILLED NURSING FACILITY,4
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,1
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,HOME HEALTH AGENCY,3
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,HOSPICE,3
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,25
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2023-24,EL DORADO,NON-LONG-TERM CARE,REFERRAL AGENCY,0
